Ageofplant,soilmoisture,soilhumus,temprature,humidity,waterrequired
2635,288,330,260,486,9635
1641,382,244,208,185,6020
2584,97,167,235,44,7753
1526,378,437,482,409,3275
558,49,273,243,235,4307
4225,402,238,241,411,9843
3802,39,450,23,29,6811
4090,248,353,60,108,7513
2061,488,403,438,484,7412
1724,87,256,353,402,6364
1035,14,179,214,304,3757
4587,116,71,437,65,6256
3489,27,2,352,441,4973
3247,210,80,227,365,5217
2734,414,349,58,144,9944
1484,489,94,313,77,6098
4361,495,137,51,383,1312
642,39,185,378,486,3728
2408,398,453,175,469,9737
542,405,131,401,70,2842
1915,240,257,193,469,3923
1891,42,284,389,304,8570
1854,300,181,32,305,7391
4304,199,257,483,473,9362
4523,200,84,9,99,9334
345,140,30,331,6,182
4535,252,14,242,184,1023
56,82,490,373,22,6069
4619,442,477,72,87,5594
2359,217,119,161,465,5051
937,380,336,230,60,2666
3291,452,324,494,324,3839
925,285,251,8,403,9578
3935,76,452,195,97,7439
2143,141,436,10,281,8899
1281,434,418,203,243,9317
3618,338,156,395,221,8112
766,362,95,179,147,8128
2301,446,1,315,260,5990
4728,47,350,100,295,6355
192,278,397,478,322,1410
2659,55,406,287,405,813
1293,320,359,453,47,6988
2773,65,260,3,339,2975
1953,205,318,500,322,5229
743,445,120,271,170,3736
4377,19,83,471,456,1595
3486,412,370,65,30,4718
4235,468,454,248,101,8685
1276,61,222,42,493,266
1466,58,315,399,144,7416
16,422,189,39,159,8074
58,233,188,64,334,3584
4967,238,372,448,115,1555
3660,75,496,308,280,7703
1701,371,10,276,72,6960
4970,121,235,403,490,9077
371,189,432,367,349,3414
2281,296,388,85,224,6832
3456,303,309,159,414,5606
469,137,187,212,380,1510
4847,27,199,42,295,9613
2312,381,484,12,58,3410
4523,494,7,26,430,8424
4036,289,135,156,233,7564
200,54,208,213,129,4687
3303,17,222,332,219,2161
2836,343,173,393,148,2692
4182,91,492,438,57,390
1908,498,355,387,165,4908
2168,463,294,204,92,3826
3420,460,393,272,289,8311
3939,126,85,277,177,8393
3619,25,65,55,265,1815
2212,185,286,73,204,1934
234,290,38,142,223,9892
2099,267,226,463,130,4553
4264,166,253,345,451,5181
1023,360,161,299,350,8567
4361,307,212,335,55,2449
3920,260,337,188,459,2310
4769,284,96,320,189,2988
842,61,360,139,171,8089
4568,461,399,235,489,2619
2773,15,151,260,358,1410
3758,269,391,375,145,5894
3935,92,301,340,191,6840
1655,364,219,497,140,4256
3590,404,296,7,180,4412
1504,305,119,390,394,2558
4747,471,435,456,17,98
4604,218,352,254,346,8926
4246,314,227,499,46,1064
1243,375,23,94,16,6049
261,302,389,299,227,3556
1508,389,122,7,219,495
459,123,10,7,374,6758
2444,134,310,131,102,6093
2963,341,230,81,330,397
3776,340,342,399,284,7186
2574,48,421,452,163,9034
4286,100,391,337,476,124
453,384,419,248,114,6317
4779,41,287,40,186,6267
745,404,36,117,413,797
3735,424,237,488,154,2631
2013,16,345,225,4,1668
1091,163,243,343,372,8817
2763,247,85,278,398,2820
1092,496,79,10,160,1506
362,318,490,483,4,4709
2962,305,98,42,427,6528
2225,78,361,454,413,6496
3640,389,411,41,308,265
2833,387,203,471,290,3807
2706,293,461,277,76,2236
1006,328,254,134,399,8846
3758,429,284,174,18,7663
4536,473,101,219,161,2563
1750,383,60,452,53,3242
1672,490,246,254,153,9737
3994,91,290,207,373,343
1933,360,128,203,480,8898
1405,274,479,60,407,904
4807,270,43,490,172,7248
422,32,8,326,440,6435
3218,14,441,36,80,3631
380,428,368,468,113,2940
2809,177,183,15,42,5804
3516,242,33,131,38,1966
3401,237,42,466,468,9693
4671,57,233,67,135,6273
1689,314,424,465,408,1153
1056,31,52,441,500,8449
3327,101,129,327,85,2740
598,386,144,192,80,6213
1715,64,465,76,12,9003
2672,286,315,155,38,4041
311,342,169,11,42,5698
1581,133,485,29,202,1075
3965,87,405,231,161,6786
1817,428,349,305,435,2220
4938,492,401,439,168,2112
2189,301,326,47,319,8042
3532,100,211,354,82,8464
1253,365,160,134,222,1213
3828,325,335,197,50,2820
3677,122,347,87,143,9785
1700,11,337,231,386,292
4128,398,72,60,174,9126
2102,180,369,419,283,2019
2718,276,196,315,384,2774
993,268,322,149,448,182
957,25,427,457,441,5677
3846,215,93,176,228,5829
1415,264,209,312,268,5088
1253,476,204,431,446,2108
4615,70,469,267,368,2882
1115,424,418,412,129,5337
3547,379,210,343,404,2207
2525,251,288,377,260,9019
1458,62,187,258,452,1146
811,470,111,388,109,1193
504,44,197,341,224,1896
4103,201,153,272,111,5999
2663,411,125,311,378,5222
2430,20,236,171,182,7776
2311,197,275,79,110,7600
2237,336,396,432,35,3134
3019,407,272,330,321,8425
4404,306,199,289,76,2780
4681,341,245,120,156,1108
2185,54,32,395,101,505
1005,75,311,16,138,8471
2483,377,180,409,115,4998
2281,353,461,367,238,2309
2410,110,270,346,290,395
4893,244,4,26,91,4800
1497,387,336,153,208,7962
2758,167,48,185,299,9764
1693,274,126,340,234,8640
667,55,71,365,369,7121
1240,82,407,183,26,6476
3559,201,408,14,84,474
3611,272,375,174,465,9536
4841,495,322,358,52,5609
2889,165,244,167,358,4170
81,195,223,445,366,6273
4328,186,14,329,438,7979
1169,422,111,94,166,9134
760,243,125,28,284,2523
1074,337,128,493,221,8595
1757,330,100,474,392,829
266,190,21,99,487,5228
819,248,119,171,424,578
3716,161,32,115,122,3382
2864,287,361,192,443,6570
3366,134,114,110,452,9796
704,259,409,306,489,8172
3033,401,383,6,417,3805
3861,76,311,166,496,1639
3978,208,185,121,168,7665
2495,368,137,254,284,7076
27,286,363,329,310,7628
4075,168,261,272,230,5228
1723,370,7,443,236,9318
1244,206,176,475,59,5526
2065,220,12,492,367,62
4138,101,28,28,272,9282
1849,452,187,252,390,1140
1808,45,215,304,401,8312
4752,326,239,198,329,6354
4671,163,259,375,267,2222
2181,148,7,53,400,4621
3323,88,327,168,147,9299
1290,320,154,12,417,8223
1886,459,111,63,105,5291
3218,65,226,299,271,3094
2100,114,382,316,368,810
55,118,91,427,266,9522
2589,71,242,107,304,4868
2514,186,31,177,396,2219
3501,228,490,415,366,7194
2478,255,425,317,201,625
1954,345,92,255,141,8937
4680,436,23,104,381,2725
3399,481,460,369,437,1422
1560,316,97,56,62,6233
2767,437,43,266,381,7374
3882,140,316,282,199,4953
459,327,447,264,281,8690
3351,299,499,273,314,3846
1395,114,415,258,265,9879
4979,297,224,354,16,937
4821,104,133,35,324,9176
2178,114,213,342,295,9409
3090,204,496,187,274,150
3951,206,325,184,126,2030
2744,319,456,235,486,77
95,163,499,285,429,7621
2937,457,299,480,378,1959
3838,152,397,288,71,3872
2768,68,247,38,30,7920
740,318,77,368,382,3620
3901,149,457,67,399,4500
1082,245,423,356,96,3713
3953,332,478,347,248,2166
3651,481,319,455,396,6791
1342,42,273,465,300,8235
2665,339,178,209,353,6420
1252,431,275,164,49,8464
4674,372,401,28,394,1451
1842,248,408,340,400,472
4626,412,159,221,250,8456
3185,143,248,442,132,8775
3091,35,363,500,271,782
1942,454,97,325,482,8440
510,78,270,195,18,129
1017,366,429,362,76,2957
2129,421,200,306,16,4171
1050,493,168,73,468,2122
4049,230,426,230,42,7812
2576,351,6,9,198,8424
1167,336,215,326,308,6835
967,485,52,81,189,6116
916,10,315,166,284,4095
563,330,486,307,120,255
781,355,204,398,114,5964
3465,279,491,25,461,6672
4102,401,73,6,357,2644
155,23,58,120,83,8642
4846,379,355,191,126,3179
868,272,82,469,113,3721
4691,114,113,258,202,6654
2851,43,120,428,158,6856
2042,191,75,286,412,9806
1480,297,172,221,233,8430
499,279,168,480,492,8134
1864,470,303,33,142,8335
1443,240,307,414,432,4978
3452,197,33,94,446,7824
4691,322,122,339,91,1893
2673,200,462,458,168,9908
2506,350,139,331,200,3863
4493,354,160,481,249,4408
979,363,22,398,330,4267
3336,66,273,340,239,3889
2386,211,493,58,400,2316
2267,404,78,398,361,6016
173,145,86,241,155,4942
3495,184,360,481,423,7718
2374,448,499,364,430,3899
72,486,433,234,421,2634
922,466,465,112,482,3456
4644,117,317,168,4,7562
3156,495,206,499,467,872
641,337,106,166,208,6508
4356,211,164,483,270,5793
1732,420,32,303,171,1414
3603,152,216,35,277,582
691,353,405,434,33,179
1469,159,225,153,313,8053
1429,69,472,462,482,299
2258,52,8,272,363,839
1293,431,110,471,491,2066
2072,183,81,228,134,1151
4273,355,448,69,110,2346
2519,196,200,1,243,1496
4858,263,490,474,30,7335
4978,417,354,242,2,3939
1092,166,365,241,375,7185
49,286,400,320,391,6193
1027,411,109,90,337,9697
4015,287,138,385,242,5712
2071,186,458,157,222,8349
1684,46,29,68,120,967
3536,278,165,451,362,6113
3635,431,164,375,484,531
1632,51,379,369,243,5012
765,173,275,297,153,9260
381,408,114,443,475,6472
2397,402,58,66,318,5503
1710,126,228,53,451,1024
4024,69,33,6,228,9576
1684,199,64,105,237,9499
1267,111,363,132,187,7247
4949,148,206,123,87,8285
3140,357,115,10,179,8280
3949,425,197,274,107,1287
4893,412,58,437,65,4374
258,100,308,283,94,2098
877,269,123,39,171,3916
448,60,176,319,23,8909
1415,130,57,146,98,159
2087,149,412,265,118,4838
1568,387,370,168,149,7713
4369,301,407,90,29,5795
288,192,426,189,21,9759
3992,254,385,250,179,8485
614,248,458,412,291,1270
770,65,113,250,465,1379
2761,263,45,54,102,5189
1306,225,443,166,150,8987
2814,38,283,277,153,9110
4610,438,340,291,266,7464
2740,315,122,270,63,5553
3806,114,259,391,127,4678
1405,486,109,387,342,7880
1252,201,366,139,443,7519
140,203,139,443,268,8161
2384,498,49,185,52,4803
1535,449,499,191,244,9083
2065,42,308,489,300,9023
2871,254,301,491,289,7976
590,428,41,167,141,3815
1545,336,173,362,167,7841
1292,381,51,257,67,3806
2488,182,160,28,84,6727
1187,87,84,169,354,2041
1598,106,408,33,218,1887
3407,196,435,75,302,2931
3921,380,110,54,68,1331
3196,20,9,208,136,6672
19,314,456,351,335,651
1961,169,135,310,91,6694
1300,426,380,209,29,4765
4662,145,136,211,38,2421
3678,170,481,490,207,4423
4916,481,424,49,163,7258
3729,351,412,363,51,7287
1697,293,96,424,233,9476
1764,344,292,266,23,8702
2597,172,285,274,441,4579
2784,360,404,259,210,8469
767,470,130,496,308,4892
2443,443,24,257,419,6715
3324,225,343,108,443,6299
2095,197,192,112,453,9905
285,250,357,3,55,9056
1714,187,394,296,368,291
1355,87,108,371,67,8273
4072,375,330,420,470,5943
1754,441,133,214,435,750
2018,87,311,13,30,4151
1106,495,58,194,13,1658
2707,260,83,316,100,3182
3819,78,58,46,200,9673
4180,153,204,462,471,6500
1243,421,453,386,1,9558
254,152,459,195,341,3961
4946,461,100,20,143,9678
4086,218,198,148,296,2275
4200,456,418,372,441,816
1805,167,173,132,478,5547
2459,295,409,374,28,4900
61,123,169,292,122,2736
153,124,120,68,61,3610
801,162,88,370,347,7829
2835,370,244,403,480,4436
4046,378,471,206,255,7511
1647,307,305,281,16,9734
4432,496,57,77,95,6689
71,17,158,425,188,8918
2959,334,324,296,437,170
4454,490,312,324,162,1021
1903,143,453,67,171,7269
3485,66,213,166,69,2727
630,70,459,462,307,6905
3179,295,461,446,5,6048
1883,121,266,20,479,2455
4891,314,34,251,307,5840
3077,477,407,444,128,9772
4481,405,184,296,339,3461
1055,100,280,188,192,1495
2818,434,392,84,73,1725
2450,259,430,403,221,8293
2668,269,344,386,336,2574
4163,23,254,132,397,2938
1561,71,9,253,16,4691
2996,201,292,318,345,7252
2699,449,310,277,256,7978
2430,70,224,192,268,268
2616,395,216,424,485,3627
950,498,84,492,285,1662
1371,292,318,54,329,7124
796,376,193,267,85,3645
3141,366,325,55,440,8412
330,112,359,382,444,6654
4345,39,24,337,295,3514
326,56,348,260,4,7356
4528,256,209,336,242,4599
2945,263,38,340,379,5902
1672,131,59,455,82,7941
902,381,176,9,41,4161
73,448,417,468,453,7270
2268,485,193,311,58,3332
566,447,345,239,404,274
3577,494,19,160,215,7992
3736,127,7,198,236,9190
1084,226,340,309,11,4304
4913,356,135,429,117,4550
2573,459,275,79,126,2984
3536,442,434,422,420,5199
939,490,461,7,9,9634
1041,193,411,112,14,7850
4006,21,18,427,344,612
4027,296,159,106,326,4126
2464,442,433,281,111,6124
1917,310,83,366,286,3646
4685,272,22,105,8,6177
4109,293,141,332,381,9641
712,37,418,343,493,5182
308,171,179,337,341,6681
3824,473,458,320,481,5615
2213,483,249,380,15,5365
3876,137,76,419,41,2961
1563,20,301,221,141,8814
108,99,199,301,188,2750
2848,260,210,480,240,3357
3148,49,366,141,15,5285
1114,263,372,471,315,7853
3514,144,78,342,461,4792
3550,312,445,223,321,5255
4453,432,372,184,261,369
1598,203,166,466,277,9236
1635,79,480,43,19,6889
2725,185,422,185,344,7275
118,395,190,336,195,7592
414,289,395,5,149,5858
4403,216,269,105,160,7658
2481,322,474,280,254,6404
2880,407,447,125,439,1641
3652,207,6,90,302,4781
2719,25,262,451,32,6880
1813,87,67,452,387,8339
1324,205,497,337,495,8270
4585,88,360,121,370,6616
3650,266,104,28,438,3427
4775,490,179,68,26,5311
95,135,307,51,135,5162
4658,425,215,116,491,1487
2070,96,330,306,363,3022
3443,177,28,486,362,879
4061,421,375,258,472,8573
3111,7,166,311,73,3151
921,430,327,315,143,9093
3681,5,156,340,278,4223
2860,287,339,48,172,5377
4005,69,221,347,423,9464
2435,258,18,296,105,1279
3681,180,2,215,403,3547
774,71,260,162,248,9048
146,491,189,311,230,8916
2460,371,38,174,131,6145
2087,261,82,64,121,1857
4062,229,271,191,226,5506
1529,154,387,94,329,1966
1142,63,129,185,131,2327
4029,286,305,19,41,855
2663,102,464,375,309,4760
2085,315,83,382,323,4095
3787,480,187,328,449,6675
2879,376,383,202,184,5498
1811,200,360,480,217,2371
2338,496,481,320,73,1292
4224,71,338,86,212,8556
1572,66,456,148,278,9240
4648,283,45,305,201,4147
442,165,222,463,469,1590
170,58,79,20,235,2759
1638,384,247,156,212,7780
4264,239,251,495,313,2276
3584,181,151,290,249,6868
701,65,466,392,278,9585
1980,165,144,475,194,5269
2488,243,481,206,409,7263
3584,477,39,416,465,6363
206,445,63,125,446,9566
1066,42,155,85,369,6055
3003,66,111,35,92,3992
4962,345,66,25,187,4582
1203,163,373,47,120,5597
4282,122,240,58,319,611
2965,47,3,34,207,2396
2526,176,194,196,231,4331
1588,145,63,480,65,4293
3089,260,37,211,271,8353
3037,364,412,336,125,19
1133,53,362,302,189,2149
596,242,416,324,76,8809
1373,255,396,497,283,9661
2791,244,145,22,449,6994
202,22,68,104,186,6711
3433,423,343,472,426,5153
2103,372,264,51,417,886
3280,139,221,455,21,8116
3365,302,456,156,34,3687
4542,404,390,141,266,3369
4982,157,21,89,417,394
3081,204,438,349,176,808
2472,194,5,114,284,5432
4369,7,298,112,236,2747
323,220,308,329,384,4195
2808,103,97,97,105,7024
550,368,193,294,92,2424
1463,170,464,253,407,9936
3426,152,445,69,252,2707
4905,394,238,326,299,3191
2865,443,166,10,452,1567
2644,140,375,418,303,6181
4527,96,218,424,440,842
1070,168,358,434,220,1809
2988,32,306,28,249,3412
3704,140,411,68,298,7997
1929,198,233,326,425,7405
3141,64,292,245,421,4651
3327,21,8,264,287,4485
4466,72,34,393,205,8599
3741,13,469,158,210,9962
2320,266,315,38,26,6529
1677,213,165,101,258,6000
3694,209,111,398,496,1275
1537,111,139,390,216,519
1587,133,62,171,256,9744
4684,62,356,331,299,8704
3131,192,73,322,361,3208
1225,383,262,448,236,1919
3341,294,410,141,340,2561
4336,497,418,489,447,1119
2561,242,410,7,83,3266
2406,482,385,191,45,3018
4841,12,37,226,343,1465
4164,397,372,204,24,6828
1735,456,400,486,73,5693
3674,402,280,126,28,9226
3167,206,202,51,102,1628
1313,155,40,18,386,7745
4272,40,234,344,190,1918
2225,485,425,271,144,897
326,433,141,393,9,9719
4336,464,447,237,6,1684
343,405,181,316,86,140
1743,269,424,14,105,2280
1371,76,17,369,379,9908
4108,318,175,456,85,88
2460,83,57,243,192,40
4874,266,314,317,30,7563
3774,400,266,350,297,6936
3032,145,418,295,433,1509
195,460,183,441,485,7100
4756,407,428,409,307,9538
4992,230,403,154,337,6345
1457,343,107,259,208,7773
1107,212,304,488,452,4681
1596,122,128,132,278,5093
1762,51,89,379,295,5238
3134,411,78,291,281,1080
1998,417,2,265,265,9683
1821,493,499,197,485,1991
2247,478,348,38,325,6208
3049,345,469,387,179,1655
2147,57,27,422,283,9807
203,450,136,187,397,7375
98,332,215,263,24,5593
3135,119,80,418,218,5437
4718,424,367,227,316,8161
4040,297,312,352,299,3616
2383,101,468,314,436,8175
4804,177,221,272,102,4490
4688,410,488,94,31,9851
4632,487,410,232,66,8544
4526,457,194,360,49,6309
3670,477,452,490,37,1658
4000,401,256,15,126,2266
2830,321,362,117,263,3915
91,466,176,425,305,5864
2246,182,359,163,103,9633
247,332,359,473,58,5298
2573,245,316,391,105,1536
1298,341,330,106,16,5991
40,203,235,390,88,3703
4941,337,463,288,294,5870
570,410,20,323,363,1331
759,334,278,412,190,1062
4837,495,455,201,243,6181
1868,486,233,1,301,3790
1081,357,299,103,207,1741
311,75,308,94,113,4715
1393,152,320,357,413,4255
1427,261,357,108,175,2271
1787,294,64,150,355,8436
4776,444,394,70,280,9935
1448,64,497,319,130,8179
3406,449,128,289,450,4112
1845,478,247,248,12,5770
419,436,97,101,336,4849
3438,273,488,284,241,3448
2789,35,340,328,236,5904
4877,229,475,422,162,19
1031,377,499,471,141,6098
1268,472,417,281,487,3179
2407,125,152,318,44,9565
3134,168,338,203,409,4319
3426,411,483,302,452,6562
1818,391,42,93,461,4634
2633,219,67,347,323,7547
2051,472,442,30,443,6063
2875,189,273,401,181,9698
4423,104,215,478,472,5153
2815,412,397,237,488,4243
1792,434,314,110,108,8255
418,448,38,25,229,5366
2639,9,411,251,455,3828
4420,83,342,286,175,3107
4669,316,459,292,70,9307
1686,276,78,407,493,9781
4317,39,58,92,217,603
3643,423,393,330,373,5770
1595,435,9,161,473,5235
2168,138,311,336,473,6960
3997,154,270,303,364,2256
2439,405,200,186,80,9699
2599,139,45,255,389,3528
4346,473,199,92,465,3536
1086,281,322,286,438,4851
3939,265,424,360,383,943
242,184,122,262,352,9756
612,296,348,224,81,6939
3113,347,77,151,44,1369
2028,365,321,418,141,1654
3172,270,443,286,33,6888
2455,474,60,425,83,1859
4645,386,36,325,480,4948
4958,476,42,361,144,7040
2152,494,214,130,388,9562
3265,276,115,421,244,6704
1725,143,415,327,321,8976
3411,24,331,320,464,9458
2610,424,412,466,219,8537
3960,327,198,307,384,4405
4339,281,367,26,45,3371
4682,324,69,459,95,9397
1985,58,99,124,70,894
4284,431,353,114,152,6649
2731,98,185,238,89,9261
2048,167,350,320,340,8010
2182,415,387,308,358,6985
130,373,369,223,112,55
3716,431,441,37,357,4737
4658,134,465,394,54,7363
4171,249,266,406,100,456
3009,456,255,214,396,6019
1630,254,359,326,26,5793
4941,353,133,52,211,5319
1217,220,470,173,165,264
2572,95,188,305,387,141
3455,107,463,293,45,7742
3347,469,71,435,496,8221
3275,298,342,44,429,1943
667,365,94,16,400,3551
4343,67,52,311,483,3503
609,110,458,354,493,1134
1717,56,454,5,145,4225
977,474,262,40,454,4999
4313,137,257,46,383,4310
3448,158,247,452,199,859
1686,263,306,74,194,9778
2737,426,485,80,482,4869
158,128,183,454,324,1369
3344,476,460,350,262,3776
1511,349,112,20,493,7352
633,468,101,45,274,1171
919,277,26,103,275,971
338,174,9,42,225,4232
179,177,387,141,303,3487
2016,23,204,437,219,1510
4385,123,226,424,318,2
90,169,309,369,351,196
4465,132,14,416,257,3632
2830,204,73,95,45,4628
1825,143,295,152,210,6177
588,83,125,232,237,1887
549,156,485,13,126,9599
2410,325,435,329,115,1444
2311,406,381,62,428,6803
3658,212,172,440,330,5309
958,467,339,68,181,5287
2720,395,8,417,488,566
2863,377,407,479,101,4999
